student_id,gender,age,attendance_rate,study_hours_weekly,previous_grades,assignment_completion,class_participation,extra_curricular,library_visits,online_resource_hours,parent_education,family_income,internet_access,tutoring,mentor_support,stress_level,motivation_score,final_grade,performance_category,pass_fail
378,Male,16,63.83,9.1,65.77,69.72,4.4,Yes,3,8.9,Master,Medium,No,Yes,Yes,3.9,3.7,80.35,Average,Pass
379,Female,23,72.38,5.0,60.01,56.39,4.2,Yes,3,17.0,Bachelor,Medium,Yes,No,No,3.2,7.8,93.1,Excellent,Pass
380,Male,15,77.68,8.3,33.76,97.55,2.2,Yes,2,1.5,Bachelor,High,Yes,No,Yes,4.7,7.0,78.1,Average,Pass
381,Female,22,80.46,4.5,31.55,49.15,7.1,No,3,7.1,Bachelor,Low,Yes,Yes,Yes,6.9,7.6,94.65,Excellent,Pass
382,Female,18,71.95,5.9,55.06,57.98,5.6,No,4,18.0,Master,Medium,Yes,Yes,Yes,3.0,9.5,100.93,Excellent,Pass
383,Female,18,83.29,7.6,53.36,98.8,7.5,No,3,2.4,High School,High,Yes,Yes,No,9.7,4.8,86.87,Excellent,Pass
384,Male,19,48.48,3.7,57.14,67.55,4.2,Yes,3,6.2,Bachelor,Medium,Yes,No,Yes,2.1,4.1,66.73,Below Average,Pass
385,Male,22,52.72,1.9,39.69,65.18,3.9,Yes,3,15.6,Bachelor,Medium,Yes,Yes,No,5.3,7.2,63.04,Below Average,Pass
386,Female,19,89.12,3.2,81.67,48.04,5.3,Yes,2,10.9,High School,Medium,Yes,No,No,1.8,8.3,93.87,Excellent,Pass
387,Male,22,59.35,3.9,89.99,79.1,8.9,Yes,5,16.6,High School,Medium,Yes,Yes,No,1.2,2.7,98.17,Excellent,Pass
388,Male,24,41.37,9.5,95.71,31.01,1.4,No,4,2.2,High School,Low,No,Yes,No,9.3,8.6,86.17,Excellent,Pass
389,Male,15,49.23,4.3,64.47,33.47,8.2,Yes,0,18.4,High School,Medium,No,Yes,No,8.3,1.5,65.47,Below Average,Pass
390,Male,24,53.42,8.4,79.06,71.96,4.3,No,2,18.7,Bachelor,High,Yes,No,No,7.2,1.1,59.42,Below Average,Fail
391,Male,23,97.44,0.8,89.89,53.92,8.7,Yes,5,3.1,High School,Medium,Yes,No,No,8.8,2.4,70.5,Average,Pass
392,Male,20,74.38,2.6,59.28,96.73,8.2,No,3,0.7,Bachelor,Low,Yes,No,Yes,8.2,9.8,93.71,Excellent,Pass
393,Female,17,95.96,4.1,51.66,93.22,4.1,No,1,19.8,High School,Medium,No,Yes,Yes,6.8,5.7,66.91,Below Average,Pass
394,Female,22,74.51,11.7,95.57,79.96,7.2,No,1,9.6,High School,Medium,Yes,Yes,No,8.6,1.4,94.43,Excellent,Pass
395,Male,23,68.76,5.9,66.1,87.27,2.4,Yes,2,11.4,PhD,Low,No,No,No,4.5,10.0,107.47,Excellent,Pass
396,Female,20,58.82,2.7,64.81,76.71,9.1,No,2,12.3,Bachelor,High,No,No,No,6.0,7.7,83.84,Average,Pass
397,Female,21,76.38,1.4,42.49,38.79,4.6,No,5,15.8,High School,Low,Yes,No,Yes,8.0,8.5,69.18,Below Average,Pass
398,Female,15,48.35,6.4,37.57,83.59,5.1,Yes,3,16.2,Bachelor,High,Yes,Yes,No,1.8,2.9,82.4,Average,Pass
399,Female,19,93.9,2.9,88.95,44.71,7.4,Yes,7,3.9,High School,Medium,Yes,Yes,No,8.7,1.9,73.12,Average,Pass
400,Male,19,89.76,3.4,72.99,52.64,8.4,No,5,4.7,High School,Medium,Yes,Yes,No,2.4,5.6,118.65,Excellent,Pass
401,Female,24,59.05,2.6,52.81,87.35,3.1,No,3,17.5,High School,Medium,Yes,No,No,8.8,7.9,67.9,Below Average,Pass
402,Female,18,97.17,3.0,43.42,67.56,7.0,Yes,6,16.4,PhD,Low,Yes,No,No,3.8,6.7,91.68,Excellent,Pass
403,Male,20,89.51,2.2,68.88,90.2,4.5,Yes,4,12.4,Master,Medium,Yes,No,Yes,3.9,6.7,89.08,Excellent,Pass
404,Male,21,79.98,5.2,70.87,44.91,4.3,No,2,19.9,Master,High,Yes,Yes,No,1.7,7.8,110.01,Excellent,Pass
405,Female,23,47.31,6.1,44.49,72.54,7.2,Yes,1,14.7,PhD,Medium,No,No,No,9.0,3.0,49.33,At Risk,Fail
406,Female,15,68.69,3.0,89.6,35.87,4.5,Yes,3,4.3,PhD,Medium,Yes,No,No,2.6,7.0,102.75,Excellent,Pass
407,Female,20,70.37,13.2,35.9,75.01,4.1,Yes,2,16.9,Master,High,Yes,Yes,No,6.7,4.5,87.86,Excellent,Pass
408,Female,21,53.95,7.3,54.93,83.38,8.5,No,4,8.3,Bachelor,Low,Yes,No,No,6.8,1.6,66.93,Below Average,Pass
409,Female,17,44.8,1.2,77.63,70.95,1.9,Yes,6,0.7,Bachelor,Low,Yes,No,Yes,3.5,2.8,59.11,Below Average,Fail
410,Female,22,86.6,5.8,49.19,48.64,7.1,No,2,6.4,High School,Low,Yes,No,Yes,9.9,8.1,99.69,Excellent,Pass
411,Male,19,47.32,6.4,87.94,32.19,3.2,Yes,3,15.3,Bachelor,Medium,Yes,No,No,1.6,9.1,77.47,Average,Pass
412,Female,23,75.66,6.6,81.79,38.36,1.1,No,2,19.2,Bachelor,High,No,Yes,No,6.5,3.5,66.85,Below Average,Pass
413,Female,19,96.19,5.2,85.23,73.56,2.5,No,6,5.5,PhD,Medium,Yes,No,Yes,5.3,2.7,67.37,Below Average,Pass
414,Male,23,92.57,8.2,38.34,95.41,6.5,Yes,1,4.9,Bachelor,High,Yes,No,No,3.2,1.2,67.69,Below Average,Pass
415,Male,24,56.67,9.8,39.84,44.46,7.4,Yes,8,11.3,Bachelor,Medium,No,Yes,No,2.5,9.5,115.46,Excellent,Pass
416,Male,18,91.09,7.3,50.05,81.45,1.2,Yes,3,16.2,Bachelor,Medium,Yes,No,Yes,7.6,7.2,85.13,Excellent,Pass
417,Male,23,40.02,11.0,66.27,90.65,1.3,Yes,6,14.9,High School,Low,Yes,No,Yes,9.2,9.6,78.51,Average,Pass
418,Female,19,41.06,9.0,82.36,66.46,9.1,No,1,11.2,Bachelor,High,Yes,Yes,Yes,2.0,8.8,122.7,Excellent,Pass
419,Female,24,76.15,4.6,88.56,76.85,1.7,Yes,4,12.6,Bachelor,Low,Yes,Yes,No,2.7,4.1,91.32,Excellent,Pass
420,Female,23,61.89,6.6,79.3,87.05,9.0,No,1,4.8,Bachelor,Medium,Yes,Yes,No,9.9,2.0,80.37,Average,Pass
421,Female,17,63.19,7.4,95.0,48.25,3.1,Yes,0,8.7,Bachelor,Medium,Yes,No,No,1.1,5.5,99.75,Excellent,Pass
422,Female,18,73.87,9.6,81.71,50.78,7.7,Yes,0,5.1,High School,Low,Yes,No,No,5.6,1.2,82.03,Average,Pass
423,Female,23,51.51,5.0,51.44,30.04,3.8,Yes,4,17.7,Bachelor,Medium,Yes,No,No,5.6,2.3,46.37,At Risk,Fail
424,Male,24,52.71,6.3,48.56,97.42,8.7,Yes,4,2.3,Bachelor,Low,Yes,Yes,No,3.4,3.1,101.26,Excellent,Pass
425,Female,20,69.08,1.3,78.73,94.23,7.3,Yes,4,13.6,Bachelor,High,Yes,No,No,7.0,7.0,93.46,Excellent,Pass
426,Male,16,85.26,4.1,43.5,83.52,4.6,No,2,5.2,Bachelor,Medium,No,No,No,9.5,5.6,76.41,Average,Pass
427,Male,21,77.17,0.6,36.49,35.54,1.7,Yes,3,9.5,High School,Medium,Yes,Yes,Yes,5.1,3.7,57.18,Below Average,Fail
428,Female,16,57.84,2.9,67.26,61.33,7.6,Yes,3,6.0,High School,Medium,Yes,No,No,7.7,6.1,91.27,Excellent,Pass
429,Male,16,65.82,3.4,87.51,37.13,6.6,No,4,6.5,Bachelor,Medium,No,No,No,6.8,2.1,64.67,Below Average,Pass
430,Female,15,50.24,7.4,37.1,31.11,1.0,No,7,5.2,Bachelor,High,Yes,Yes,Yes,5.3,7.8,80.22,Average,Pass
431,Male,17,44.48,3.2,85.43,73.13,1.1,Yes,0,15.1,Bachelor,Low,No,Yes,No,1.4,7.4,101.73,Excellent,Pass
432,Female,20,86.96,5.2,86.81,97.26,8.3,No,3,7.3,Master,Low,No,No,No,7.7,2.9,101.31,Excellent,Pass
433,Male,22,55.92,6.6,63.76,93.2,3.3,Yes,4,14.5,High School,Low,Yes,No,No,4.3,6.5,89.94,Excellent,Pass
434,Female,23,50.67,5.1,34.01,78.77,6.7,No,4,9.1,High School,High,Yes,No,No,3.0,5.5,78.64,Average,Pass
435,Female,21,81.5,3.7,42.22,36.76,5.1,No,3,10.9,Bachelor,High,Yes,No,Yes,9.5,1.5,47.12,At Risk,Fail
436,Female,18,77.08,12.1,79.52,49.19,8.8,No,3,10.9,Bachelor,Medium,Yes,Yes,No,8.0,3.5,89.31,Excellent,Pass
437,Female,20,77.99,8.4,79.82,52.4,9.3,No,3,19.5,Bachelor,Medium,Yes,Yes,No,9.7,10.0,131.63,Excellent,Pass
438,Female,19,53.73,4.9,92.88,83.42,10.0,Yes,2,7.3,Master,Low,Yes,No,No,3.3,1.9,86.51,Excellent,Pass
439,Male,22,53.96,4.1,70.79,86.16,2.4,No,2,4.2,Master,Low,Yes,Yes,No,8.5,5.6,86.88,Excellent,Pass
440,Male,15,53.25,6.4,38.69,56.96,8.8,Yes,4,18.2,High School,Medium,Yes,No,No,6.5,8.6,94.98,Excellent,Pass
441,Male,15,50.43,6.4,38.5,59.25,3.4,Yes,2,3.5,PhD,Low,Yes,Yes,Yes,9.8,3.7,66.57,Below Average,Pass
442,Female,20,79.34,5.7,80.48,33.12,6.3,Yes,4,16.7,High School,Medium,Yes,Yes,No,9.5,3.3,81.97,Average,Pass
443,Male,24,90.88,3.7,42.86,50.24,5.6,No,4,3.0,Bachelor,Medium,Yes,Yes,No,9.8,9.0,84.18,Average,Pass
444,Female,16,83.46,0.9,52.99,61.59,1.2,No,4,13.2,Bachelor,Medium,Yes,Yes,No,9.6,3.7,54.1,Below Average,Fail
445,Female,19,87.53,6.4,64.1,38.19,9.4,Yes,4,3.0,Bachelor,Medium,No,No,No,1.1,6.9,102.06,Excellent,Pass
446,Male,15,64.29,3.1,31.73,61.73,1.7,No,4,18.5,High School,Medium,Yes,Yes,No,7.7,7.7,56.7,Below Average,Fail
447,Male,21,79.24,11.9,47.42,89.72,7.2,No,2,11.3,Bachelor,Medium,Yes,No,No,3.4,8.1,113.84,Excellent,Pass
448,Female,15,61.25,2.5,58.55,70.69,8.1,Yes,2,6.6,Bachelor,Low,No,No,Yes,7.3,10.0,88.44,Excellent,Pass
449,Male,18,71.53,4.3,49.57,35.53,8.2,Yes,4,2.8,High School,Medium,Yes,No,No,9.8,8.2,70.9,Average,Pass
450,Female,23,68.9,11.7,39.55,43.42,2.2,No,4,7.4,High School,Low,Yes,No,No,1.4,6.9,68.72,Below Average,Pass
451,Female,15,50.61,4.2,80.96,63.22,5.0,Yes,7,14.1,Bachelor,Low,Yes,No,Yes,6.1,9.1,90.72,Excellent,Pass
452,Female,18,63.22,3.1,86.92,55.3,8.5,Yes,3,7.7,Bachelor,Medium,Yes,Yes,Yes,7.6,9.2,105.64,Excellent,Pass
453,Female,20,97.83,9.6,48.02,55.11,3.7,No,2,4.9,Bachelor,High,No,No,No,3.3,9.8,90.91,Excellent,Pass
454,Female,20,54.91,11.2,84.21,67.05,5.2,No,2,11.5,High School,Low,Yes,No,No,3.0,8.0,107.03,Excellent,Pass
455,Male,22,48.03,1.4,56.99,70.91,3.5,No,1,8.4,Master,Low,No,Yes,Yes,1.5,2.8,69.73,Below Average,Pass
456,Male,15,65.11,9.0,65.47,85.78,5.2,No,0,3.3,High School,Low,Yes,No,Yes,1.8,7.4,99.95,Excellent,Pass
457,Female,21,87.42,8.7,89.92,53.87,9.0,Yes,3,3.1,Master,Medium,No,No,Yes,6.9,1.7,80.99,Average,Pass
458,Female,15,74.93,4.8,82.5,86.38,5.1,Yes,2,14.1,Bachelor,Medium,No,Yes,Yes,5.5,3.9,87.03,Excellent,Pass
459,Male,21,80.86,2.5,86.36,53.7,6.0,No,2,19.5,Bachelor,Low,Yes,No,No,1.3,2.0,65.91,Below Average,Pass
460,Male,17,51.38,12.2,39.58,33.88,4.6,Yes,1,4.7,Master,High,Yes,Yes,No,9.7,9.5,87.17,Excellent,Pass
461,Female,22,77.14,0.9,34.88,68.79,5.1,No,0,15.5,High School,Medium,Yes,No,No,6.9,4.0,65.57,Below Average,Pass
462,Male,17,59.41,3.1,92.54,71.15,1.1,Yes,4,1.8,High School,Medium,No,No,No,5.6,7.4,70.45,Average,Pass
463,Female,15,90.06,8.1,57.15,95.42,3.6,Yes,1,7.6,Bachelor,Medium,Yes,Yes,No,3.5,6.1,101.64,Excellent,Pass
464,Male,22,77.76,1.4,50.15,80.82,4.9,Yes,4,10.1,High School,Medium,Yes,Yes,No,6.9,2.0,73.59,Average,Pass
465,Female,17,51.93,4.4,80.73,94.24,6.7,No,6,5.4,Bachelor,Medium,Yes,Yes,No,4.3,6.1,104.44,Excellent,Pass
466,Male,16,43.88,4.8,88.55,93.58,5.1,Yes,1,10.6,High School,Medium,Yes,Yes,No,7.3,6.9,84.7,Average,Pass
467,Female,15,42.56,10.8,90.37,72.32,4.0,Yes,3,17.7,Master,Low,Yes,Yes,No,7.1,8.9,130.86,Excellent,Pass
468,Male,17,62.28,8.1,52.12,66.94,4.5,Yes,2,18.9,Bachelor,Medium,Yes,No,No,1.8,1.6,83.44,Average,Pass
469,Male,16,55.95,8.5,89.65,69.02,3.2,No,5,2.0,High School,Medium,No,No,No,9.2,3.7,64.97,Below Average,Pass
470,Female,16,78.77,1.5,32.87,98.48,9.3,Yes,3,5.4,Master,Low,Yes,No,Yes,5.4,7.2,81.03,Average,Pass
471,Male,20,69.96,4.5,33.48,84.12,5.7,Yes,1,19.6,Bachelor,Low,Yes,Yes,Yes,4.5,1.3,78.5,Average,Pass
472,Female,15,55.96,6.9,73.65,37.44,1.1,Yes,1,5.4,Bachelor,Low,Yes,No,No,9.6,2.8,63.02,Below Average,Pass
473,Male,16,48.95,9.8,34.42,84.49,1.2,No,3,13.9,Bachelor,High,Yes,No,No,4.9,3.0,51.17,Below Average,Fail
474,Female,20,47.63,2.0,52.72,41.94,9.8,Yes,2,5.1,Bachelor,Low,No,Yes,No,7.5,7.0,70.34,Average,Pass
475,Male,17,91.88,4.3,77.09,61.31,3.0,Yes,4,7.1,Bachelor,High,Yes,No,No,6.9,3.6,70.31,Average,Pass
476,Female,18,54.61,14.2,53.61,44.73,8.3,Yes,5,3.8,Bachelor,Medium,Yes,Yes,Yes,2.5,6.4,108.64,Excellent,Pass
477,Male,15,79.1,3.3,42.57,78.27,1.5,Yes,3,17.1,High School,High,Yes,No,No,9.9,9.7,79.16,Average,Pass
478,Female,22,88.64,7.5,49.69,91.41,9.3,No,2,17.7,PhD,Medium,No,No,No,5.2,8.1,123.5,Excellent,Pass
479,Male,21,76.84,8.8,62.03,50.33,8.9,Yes,4,5.9,Master,High,No,No,Yes,4.6,4.0,67.37,Below Average,Pass
480,Female,21,91.57,7.6,63.28,35.74,6.1,No,1,16.5,High School,Low,Yes,No,No,9.3,5.3,70.76,Average,Pass
481,Female,17,63.54,9.5,84.81,50.89,1.1,No,4,7.2,Master,Medium,Yes,No,No,5.8,2.8,65.42,Below Average,Pass
482,Female,24,97.37,1.4,82.51,77.07,3.3,Yes,2,2.0,Bachelor,Low,Yes,Yes,No,7.3,1.1,86.53,Excellent,Pass
483,Male,24,47.99,7.7,61.98,53.01,4.7,No,3,15.2,High School,Medium,Yes,No,No,8.6,3.6,68.23,Below Average,Pass
484,Female,17,46.13,4.7,89.2,49.47,5.1,No,3,11.9,High School,Medium,Yes,No,No,3.1,4.3,74.87,Average,Pass
485,Male,16,79.52,5.2,38.0,42.91,3.7,No,1,5.5,High School,Medium,No,Yes,No,2.5,6.1,92.6,Excellent,Pass
486,Female,15,96.57,6.2,47.87,64.83,1.3,Yes,2,5.1,Master,Medium,No,No,No,1.6,9.5,83.2,Average,Pass
487,Male,21,88.53,7.1,87.96,49.32,6.3,Yes,2,19.5,Bachelor,Low,No,No,No,9.1,9.5,94.64,Excellent,Pass
488,Female,21,44.59,4.7,56.46,81.17,5.7,Yes,4,17.3,Bachelor,Medium,Yes,Yes,No,2.8,1.6,66.32,Below Average,Pass
489,Male,16,56.76,5.3,98.68,35.36,3.5,No,3,16.2,High School,Medium,Yes,No,No,3.8,6.5,81.46,Average,Pass
490,Male,21,95.82,1.6,62.64,76.48,1.3,Yes,2,2.6,Bachelor,Low,Yes,No,No,3.6,1.4,66.52,Below Average,Pass
491,Female,22,55.18,1.8,85.44,46.63,10.0,Yes,2,15.1,Bachelor,High,Yes,No,No,3.7,6.8,102.13,Excellent,Pass
492,Male,15,86.87,8.8,58.16,64.25,5.3,Yes,3,4.3,Master,High,Yes,No,No,7.0,2.1,98.05,Excellent,Pass
493,Male,23,89.51,10.1,59.75,50.03,7.8,Yes,2,19.5,PhD,High,Yes,No,No,9.6,9.5,118.2,Excellent,Pass
494,Female,21,69.73,9.6,56.8,80.59,5.1,Yes,3,1.0,Bachelor,High,Yes,No,No,4.0,8.8,91.25,Excellent,Pass
495,Male,17,63.18,6.0,80.34,96.17,1.4,Yes,4,7.0,Bachelor,Low,Yes,Yes,No,4.7,1.2,84.05,Average,Pass
496,Male,22,67.01,12.0,68.33,94.2,3.8,Yes,2,8.6,Bachelor,High,Yes,Yes,Yes,7.9,8.0,117.58,Excellent,Pass
497,Male,21,53.62,11.1,96.06,70.84,3.9,No,2,16.5,Master,Medium,Yes,Yes,No,4.9,6.7,111.28,Excellent,Pass
498,Female,22,93.36,10.0,47.56,62.38,8.5,Yes,1,15.3,High School,Low,Yes,Yes,No,9.3,5.5,123.69,Excellent,Pass
499,Male,20,67.04,5.3,37.04,87.28,6.9,No,3,7.5,Bachelor,High,Yes,Yes,No,5.5,6.4,86.79,Excellent,Pass
500,Female,23,92.95,7.8,57.53,77.83,3.5,Yes,3,11.3,Master,Low,Yes,No,No,4.1,7.1,98.57,Excellent,Pass
501,Male,19,46.34,5.4,73.17,42.85,9.7,Yes,3,16.7,High School,Medium,Yes,No,No,9.7,9.0,112.23,Excellent,Pass
502,Male,17,99.3,6.0,90.26,87.46,3.9,No,4,0.4,High School,Low,No,Yes,No,4.8,7.9,114.88,Excellent,Pass
503,Male,17,66.6,7.8,54.23,60.02,10.0,No,3,16.0,Bachelor,Medium,Yes,Yes,No,3.1,6.2,95.48,Excellent,Pass
504,Female,15,42.87,12.5,75.77,43.23,10.0,Yes,2,18.9,High School,Medium,Yes,Yes,Yes,2.6,8.4,108.39,Excellent,Pass
505,Male,22,42.28,6.6,54.51,49.73,2.7,No,3,0.6,Bachelor,Medium,Yes,Yes,Yes,10.0,9.9,79.98,Average,Pass
506,Male,16,84.77,2.1,73.21,48.73,3.8,No,4,0.9,Bachelor,Low,Yes,Yes,No,7.8,3.7,84.75,Average,Pass
507,Female,17,79.54,16.5,91.94,66.34,5.4,No,6,6.9,Bachelor,Medium,Yes,No,Yes,4.7,2.1,108.92,Excellent,Pass
508,Male,22,88.13,4.8,46.2,46.41,7.0,Yes,3,1.8,High School,Medium,Yes,Yes,No,8.4,7.6,83.65,Average,Pass
509,Female,22,46.32,2.2,58.3,38.65,5.8,Yes,3,9.6,PhD,Low,Yes,No,No,5.9,9.8,81.13,Average,Pass
510,Female,18,42.13,6.2,99.53,38.66,9.7,No,3,14.6,High School,High,Yes,No,No,3.9,2.1,75.68,Average,Pass
511,Male,18,70.51,8.0,90.8,70.83,7.5,No,3,11.3,Master,Medium,Yes,Yes,No,7.7,4.9,98.76,Excellent,Pass
512,Female,19,63.26,10.2,69.52,81.43,2.9,Yes,5,3.9,High School,High,No,Yes,No,7.7,1.6,89.26,Excellent,Pass
513,Male,20,67.72,6.4,66.16,52.51,1.9,No,4,13.1,Bachelor,Low,Yes,Yes,No,5.5,8.0,86.95,Excellent,Pass
514,Female,19,99.5,4.1,49.92,32.43,7.2,Yes,1,13.7,High School,Medium,Yes,Yes,No,1.4,9.5,115.87,Excellent,Pass
515,Female,21,98.24,6.2,66.2,38.91,2.4,Yes,3,18.6,High School,Low,No,Yes,Yes,1.7,5.5,100.1,Excellent,Pass
516,Male,16,96.54,6.0,89.37,94.03,8.1,Yes,4,2.9,High School,Medium,No,No,No,8.1,4.7,95.79,Excellent,Pass
517,Female,21,87.03,8.1,77.96,64.55,3.8,No,2,13.8,Bachelor,Low,Yes,Yes,No,8.4,9.2,116.03,Excellent,Pass
518,Female,24,61.29,5.5,50.3,61.75,3.9,Yes,2,18.2,Bachelor,Medium,No,No,Yes,7.1,2.2,48.85,At Risk,Fail
519,Female,21,64.73,18.8,44.1,32.66,1.1,No,1,10.0,High School,Medium,Yes,Yes,No,8.6,9.0,79.02,Average,Pass
520,Female,15,72.98,10.4,48.56,81.0,7.3,Yes,4,7.2,PhD,Low,Yes,No,No,7.5,4.5,84.77,Average,Pass
521,Female,21,89.83,3.9,41.88,66.96,2.0,No,1,3.4,High School,Medium,Yes,No,No,9.1,6.0,55.98,Below Average,Fail
522,Male,19,44.12,3.6,36.69,44.15,8.0,No,3,17.3,Bachelor,High,Yes,Yes,Yes,2.4,5.8,82.96,Average,Pass
523,Female,17,65.46,3.5,59.34,37.71,5.4,No,2,7.9,High School,Low,Yes,Yes,No,4.5,6.5,107.36,Excellent,Pass
524,Male,17,44.96,7.5,37.93,56.84,8.1,No,0,18.5,Bachelor,Medium,Yes,No,No,5.2,9.5,96.26,Excellent,Pass
525,Female,18,70.88,5.9,42.03,88.6,6.3,Yes,1,17.0,Master,Medium,Yes,No,No,3.7,9.6,92.35,Excellent,Pass
526,Male,16,93.93,3.1,68.31,90.57,1.7,Yes,1,7.5,Bachelor,Medium,Yes,Yes,No,7.5,8.5,90.36,Excellent,Pass
527,Male,16,86.95,1.2,41.52,72.2,7.9,Yes,3,11.5,High School,High,Yes,Yes,No,9.2,2.7,86.31,Excellent,Pass
528,Female,15,53.67,4.3,34.47,80.93,1.6,Yes,3,0.5,High School,High,No,Yes,Yes,4.7,4.0,55.81,Below Average,Fail
529,Female,19,98.56,7.8,52.22,38.06,5.3,No,4,5.3,Master,Medium,Yes,Yes,No,9.5,5.4,73.31,Average,Pass
530,Female,18,80.04,2.3,45.42,71.17,2.6,Yes,3,14.2,High School,Medium,Yes,No,Yes,5.7,9.1,87.1,Excellent,Pass
531,Male,24,40.63,4.4,66.07,76.69,7.8,Yes,3,13.6,Bachelor,Medium,Yes,No,Yes,5.7,5.7,78.56,Average,Pass
532,Female,16,55.32,10.5,37.17,44.05,9.2,Yes,4,7.1,High School,Medium,Yes,Yes,Yes,6.4,9.8,104.86,Excellent,Pass
533,Male,17,55.64,0.6,82.62,91.61,6.0,Yes,4,16.2,High School,Medium,Yes,Yes,No,3.4,9.9,107.03,Excellent,Pass
534,Male,21,44.16,4.1,93.44,43.65,5.7,Yes,3,4.7,High School,High,Yes,Yes,No,4.5,6.4,93.65,Excellent,Pass
535,Male,21,97.59,3.9,82.04,51.94,7.9,No,1,9.2,Master,Medium,No,No,Yes,6.0,8.9,107.47,Excellent,Pass
536,Female,18,68.7,1.9,67.3,73.44,1.0,Yes,2,9.5,Master,Low,Yes,No,No,9.5,10.0,87.0,Excellent,Pass
537,Female,19,93.75,2.1,90.25,74.68,9.3,Yes,0,6.8,Bachelor,Low,Yes,Yes,Yes,6.8,8.6,128.08,Excellent,Pass
538,Male,19,59.33,8.6,78.64,78.96,2.8,No,3,19.1,High School,High,Yes,No,No,4.0,6.9,96.84,Excellent,Pass
539,Male,20,47.51,11.9,30.74,37.84,9.9,No,3,13.9,Bachelor,Low,Yes,No,No,1.1,8.6,100.48,Excellent,Pass
540,Female,23,68.46,3.3,57.59,89.46,7.6,Yes,1,10.8,Bachelor,Medium,Yes,Yes,No,9.8,1.7,79.01,Average,Pass
541,Male,16,46.84,9.3,89.57,67.3,8.0,No,2,10.2,Bachelor,Low,No,Yes,No,5.4,6.7,87.44,Excellent,Pass
542,Female,19,69.16,5.7,54.21,62.99,6.9,Yes,4,3.2,High School,Low,No,Yes,No,9.4,2.9,75.15,Average,Pass
543,Male,17,95.22,5.0,32.47,98.68,5.2,Yes,2,7.4,PhD,Low,Yes,Yes,No,5.9,2.0,87.66,Excellent,Pass
544,Female,18,71.25,12.1,82.23,81.83,6.1,Yes,5,13.5,Bachelor,Medium,Yes,Yes,Yes,6.4,9.0,123.52,Excellent,Pass
545,Male,24,76.99,3.2,86.14,38.26,1.4,Yes,4,18.5,PhD,Low,No,No,Yes,7.4,6.8,78.8,Average,Pass
546,Female,20,49.4,3.8,41.24,82.96,6.6,No,3,16.3,High School,Medium,Yes,No,No,3.9,3.2,87.53,Excellent,Pass
547,Male,22,42.62,2.5,67.61,36.67,6.6,Yes,3,6.0,High School,Medium,Yes,Yes,No,7.3,4.5,68.79,Below Average,Pass
548,Female,15,46.65,2.5,43.44,31.92,9.0,Yes,4,8.7,High School,Medium,No,Yes,No,5.7,9.8,82.53,Average,Pass
549,Female,24,75.91,7.5,80.35,58.25,5.6,No,3,1.7,Master,Medium,Yes,No,Yes,7.1,8.8,107.87,Excellent,Pass
550,Male,22,45.7,12.0,49.01,99.55,1.7,Yes,2,2.0,Bachelor,Medium,Yes,Yes,No,8.5,1.1,75.28,Average,Pass
551,Male,21,62.56,6.6,52.14,42.24,3.8,Yes,6,9.4,Master,Medium,Yes,Yes,Yes,2.7,9.8,103.14,Excellent,Pass
552,Female,15,73.01,0.6,89.15,77.09,6.9,No,1,10.6,Master,Medium,Yes,Yes,Yes,6.5,4.3,83.35,Average,Pass
553,Male,16,63.32,14.8,63.34,42.14,3.2,Yes,3,5.3,Bachelor,Medium,Yes,No,No,1.5,7.3,92.03,Excellent,Pass
554,Female,17,49.82,9.7,76.88,80.74,3.5,No,2,12.9,Bachelor,High,Yes,Yes,No,1.9,7.4,91.63,Excellent,Pass
555,Male,15,56.43,10.8,58.17,65.37,8.4,Yes,4,14.1,Master,Medium,Yes,Yes,No,7.1,9.2,112.27,Excellent,Pass
556,Female,23,95.7,6.6,50.86,77.6,6.3,No,2,6.0,Bachelor,Medium,Yes,No,No,1.6,9.0,94.85,Excellent,Pass
557,Female,22,80.56,3.3,73.78,44.2,5.6,Yes,3,15.2,Bachelor,Medium,Yes,Yes,No,6.4,3.5,73.33,Average,Pass
558,Female,16,69.76,5.5,40.84,82.19,3.9,No,2,4.1,Bachelor,Medium,Yes,No,Yes,3.0,6.8,87.59,Excellent,Pass
559,Female,23,40.76,11.0,56.11,99.69,7.6,Yes,2,10.9,Master,Low,Yes,No,No,3.7,4.5,88.36,Excellent,Pass
560,Female,21,99.54,4.5,44.63,76.6,3.6,No,3,16.1,Bachelor,Medium,No,Yes,No,2.2,5.7,77.49,Average,Pass
561,Female,23,80.29,9.3,78.71,64.54,7.6,Yes,3,10.7,PhD,Medium,Yes,Yes,No,3.2,6.0,101.93,Excellent,Pass
562,Male,20,59.02,2.9,96.09,94.62,1.6,Yes,4,18.2,High School,Medium,Yes,No,No,8.4,4.6,88.42,Excellent,Pass
563,Male,20,92.76,9.1,99.69,31.11,8.8,Yes,4,1.2,Bachelor,High,Yes,Yes,No,6.7,5.2,110.91,Excellent,Pass
564,Male,18,55.51,6.1,61.52,81.09,5.5,No,2,11.8,High School,Medium,No,No,No,9.5,2.9,59.05,Below Average,Fail
565,Female,24,72.64,4.6,47.68,92.21,4.9,No,2,11.2,High School,Medium,Yes,No,Yes,1.4,6.5,89.73,Excellent,Pass
566,Female,24,78.16,6.1,61.0,34.32,6.5,Yes,4,13.2,Master,High,Yes,No,Yes,8.1,7.8,86.85,Excellent,Pass
